"ID","NR","Eligible","Exclude_reason","ID_P","ID_subgroup","ID_iv","ID_dv","ID_report","ID_Wave","Authors","AUTHO0","AUTHO1","Pub_Year","Title","Journal","Doi","Pub_type","Design","Waves","Age_measure","Age_m_iv","Age_sd_iv","Age_m_dv","Age_sd_dv","male","N","N_m","N_f","SES","SES0","Country","P_Instrument","P_INS0","P_OBS","P_PR","P_SPR","P_CR","P_MIX","P_Inv","P_pos","P_Neg","P_Inc","P_War","P_Acc","P_Sen","P_Sup","P_Mon_poor","P_Mon","P_dir","P_Dem","P_Aut","P_prot","P_Con","P_Str_Con","P_B_Con","P_P_Con","P_Pun","P_Dis_indu","P_Dis","P_C_Dis","P_I_Dis","P_Hos","P_cor_pun","P_har","P_Rej","PB_instrument","PB_OBS","PB_PR","PB_PR_WHOM","PB_CR","PB_TR","PB_FR","PB_MIX","PB_PB","PB_toM","PB_toF","PB_toFR","PB_toFAM","PB_toSTR","PB_Alt","PB_Emp","PB_Sym","PB_com","PB_coop","PB_sha","M_IV","M_IV_SD","M_DV","M_DV_SD","R","R_m_f","B","ID_Copy","Eligible_copy","Lableparenting_copy","P_W","P_S","P_P","P_C","P_I","P_H","P_po","P_ne","filter_."
24,24,"yes","correlations between mother and father needed                                                                                                                                                                                                                  ","father","boys                                                                                                ","warmth                                                                                              ","Considerate                                                                                         ","TR                                                                                                  ","1-2                                                                                                 ","Hastings, McShane, Parker, & Ladha                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2007,"Ready to make nice: Parental socialization of young sons' and daughters' prosocial behaviors with peers.                                                                                                                                                       ","The Journal of Genetic Psychology: Research and Theory on Human Development                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","journal article","longitudinal",2,"Years",3.5,0.76,4,NA,100,61,NA,NA,"60% univeristy degree, Mhousehold income M=80229,17 and Mode = 50000, SD = 47777,21.                                                                                                                                                                           ","                                                ","Canada                                                                                                                                                                                                                                                         ","CRPR Q-sort                                                                                                                                                                                                                                                    ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","social competence and behavior evaluation, for observation peer interactions in a lab                                                                                                          ","Nee","Nee","0","Nee","Ja","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.05,NA,NA,NA,NA,"                                                                                                    ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
24,24,"yes","correlations between mother and father needed                                                                                                                                                                                                                  ","father","boys                                                                                                ","warmth                                                                                              ","Engaged                                                                                             ","TR                                                                                                  ","1-2                                                                                                 ","Hastings, McShane, Parker, & Ladha                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2007,"Ready to make nice: Parental socialization of young sons' and daughters' prosocial behaviors with peers.                                                                                                                                                       ","The Journal of Genetic Psychology: Research and Theory on Human Development                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","journal article","longitudinal",2,"Years",3.5,0.76,4,NA,100,61,NA,NA,"60% univeristy degree, Mhousehold income M=80229,17 and Mode = 50000, SD = 47777,21.                                                                                                                                                                           ","                                                ","Canada                                                                                                                                                                                                                                                         ","CRPR Q-sort                                                                                                                                                                                                                                                    ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","social competence and behavior evaluation, for observation peer interactions in a lab                                                                                                          ","Nee","Nee","0","Nee","Ja","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.11,NA,NA,NA,NA,"                                                                                                    ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
25,25,"no","Kinderen te oud                                                                                                                                                                                                                                                ",NA,"                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","Jones, D., Forehand, R., & Beach, S.                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2000,"Maternal and paternal parenting during adolescence: Forecasting early adult psychosocial adjustment.                                                                                                                                                           ","Adolescence                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                                                                                               ","                                                ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                               ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"no","                                                                                                    ",NA,NA,NA,NA,NA,NA,NA,NA,"Not Selected"
26,26,"no","correlaties losse parenting beh opvragen. NB: single mothers? maar wel geimputeerd, is dit bruikbaar?                                                                                                                                                          ",NA,"                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","Junttila, N., & Vauras, M.                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2014,"Latent profiles of parental self-efficacy and children's multisource-evaluated social competence.                                                                                                                                                              ","British Journal of Educational Psychology                                                                                                                                                                                                                      ","10.1111/bjep.12040                                                                                                                                                                                                                                             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                                                                                               ","                                                ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                               ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"don't know (yet)","                                                                                                    ",NA,NA,NA,NA,NA,NA,NA,NA,"Not Selected"
27,27,"no","Involvement                                                                                                                                                                                                                                                    ",NA,"                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","                                                                                                    ","Kroll, M. E., Carson, C., Redshaw, M., & Quigley, M. A.                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2016,"Early father involvement and subsequent child behaviour at ages 3, 5 and 7 years: Prospective analysis of the UK millennium cohort study.                                                                                                                      ","Plos One                                                                                                                                                                                                                                                       ","10.1371/journal.pone.0162339                                                                                                                                                                                                                                   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                                                                                               ","                                                ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                                                                                                                                                                               ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"don't know (yet)","                                                                                                    ",NA,NA,NA,NA,NA,NA,NA,NA,"Not Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","father","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","P-P                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Ja","0","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.181,0.315,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","father","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","C-P                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Ja","0","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.024,0.527,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","father","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","P-T                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Nee","0","Nee","Ja","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.061,0.315,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","father","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","C-T                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Nee","0","Nee","Ja","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.061,0.527,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","mother","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","P-P                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Ja","0","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.195,0.315,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","mother","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","C-P                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Ja","0","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.106,0.527,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
28,28,"yes","Sample size? Separate correlations without latent factor+ correlations of parenting between parents                                                                                                                                                            ","mother","                                                                                                    ","Psyc. control                                                                                       ","Prosocial Behavior                                                                                  ","P-T                                                                                                 ","        1                                                                                           ","Kuppens, Grietens, Onghena, & Michiels                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2009,"Measuring parenting dimensions in middle childhood multitrait-Multimethod analysis of child, mother, and father ratings.                                                                                                                                       ","European Journal of Psychological Assessment                                                                                                                                                                                                                   ","10.1027/1015-5759.25.3.133                                                                                                                                                                                                                                     ","journal article","cross",0,"Years",9.27,0.83,9.27,0.83,50.167,588,NA,NA,"Average education M+F                                                                                                                                                                                                                                          ","                                                ","Belgium                                                                                                                                                                                                                                                        ","1  PCS -YSR (8 items) 2 and 3 Ghent Parental behavior scale (16 items)                                                                                                                                                                                         ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","SDQ (5 items)                                                                                                                                                                                  ","Nee","Nee","0","Nee","Ja","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.006,0.315,NA,28,"yes","Psyc. control                                                                                       ","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Selected"
