"ID","NR","Eligible","Exclude_reason","ID_P","ID_subgroup","ID_iv","ID_dv","ID_report","ID_Wave","Authors","AUTHO0","AUTHO1","Pub_Year","Title","Journal","Doi","Pub_type","Design","Waves","Age_measure","Age_m_iv","Age_sd_iv","Age_m_dv","Age_sd_dv","male","N","N_m","N_f","SES","SES0","Country","P_Instrument","P_INS0","P_OBS","P_PR","P_SPR","P_CR","P_MIX","P_Inv","P_pos","P_Neg","P_Inc","P_War","P_Acc","P_Sen","P_Sup","P_Mon_poor","P_Mon","P_dir","P_Dem","P_Aut","P_prot","P_Con","P_Str_Con","P_B_Con","P_P_Con","P_Pun","P_Dis_indu","P_Dis","P_C_Dis","P_I_Dis","P_Hos","P_cor_pun","P_har","P_Rej","PB_instrument","PB_OBS","PB_PR","PB_PR_WHOM","PB_CR","PB_TR","PB_FR","PB_MIX","PB_PB","PB_toM","PB_toF","PB_toFR","PB_toFAM","PB_toSTR","PB_Alt","PB_Emp","PB_Sym","PB_com","PB_coop","PB_sha","M_IV","M_IV_SD","M_DV","M_DV_SD","R","R_m_f","B","P_W","P_S","P_P","P_C","P_I","P_H","P_po","P_ne","p_negative","id_merge","R_f","age_group","age_group3","same_reporter","observation","same_wave","country_group","p_dimension","p_cluster"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","warmth                                                                                              ","PB to fr                                                                                            ","O                                                                                                   ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",5.34,0.97,4.26,0.66,0.13,0.22,NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",FALSE,"36_a_warmth_PBtofr_O_2-3",0.19,"Old","Old",FALSE,"observation","No","Western","positive","positive"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","warmth                                                                                              ","PB to fam                                                                                           ","O                                                                                                   ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",5.34,0.97,3.98,0.81,0.08,0.22,NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",FALSE,"36_a_warmth_PBtofam_O_2-3",0.18,"Old","Old",FALSE,"observation","No","Western","positive","positive"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","warmth                                                                                              ","PB to m                                                                                             ","O                                                                                                   ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Ja","Nee",NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",5.34,0.97,5.03,1.13,0.17,0.22,NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",FALSE,"36_a_warmth_PBtom_O_2-3",0.08,"Old","Old",TRUE,"observation","No","Western","positive","positive"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","warmth                                                                                              ","PB to f                                                                                             ","O                                                                                                   ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Ja","Nee",NA,"Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",5.34,0.97,5.1,1.14,-0.13,0.22,NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",FALSE,"36_a_warmth_PBtof_O_2-3",0.11,"Old","Old",TRUE,"observation","No","Western","positive","positive"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to str                                                                                           ","SR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",2.15,0.57,3.12,0.74,0.14,0.25,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtostr_SR_2-3",0.03,"Old","Old",FALSE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to fr                                                                                            ","SR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.15,0.57,4.26,0.66,0.13,0.25,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtofr_SR_2-3",0.07,"Old","Old",FALSE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to fam                                                                                           ","SR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.15,0.57,3.98,0.81,0.13,0.25,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtofam_SR_2-3",0.01,"Old","Old",FALSE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to m                                                                                             ","SR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Ja","Nee",NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.15,0.57,5.03,1.13,0.12,0.25,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtom_SR_2-3",0.12,"Old","Old",FALSE,"observation","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to f                                                                                             ","SR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Ja","Nee",NA,"Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.15,0.57,5.1,1.14,0.09,0.25,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtof_SR_2-3",0.09,"Old","Old",FALSE,"observation","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to str                                                                                           ","CR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",2.2,0.84,3.12,0.74,0.12,0.71,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtostr_CR_2-3",0.05,"Old","Old",TRUE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to fr                                                                                            ","CR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.2,0.84,4.26,0.66,0.14,0.71,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtofr_CR_2-3",0.16,"Old","Old",TRUE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to fam                                                                                           ","CR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.2,0.84,3.98,0.81,0.13,0.71,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtofam_CR_2-3",0.11,"Old","Old",TRUE,"survey","No","Western","negative","negative"
36,36,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","a                                                                                                   ","Hostility                                                                                           ","PB to m                                                                                             ","CR                                                                                                  ","2-3                                                                                                 ","Padilla-Walker, Nielson, & Day                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ",NA,2016,"The role of parental warmth and hostility on adolescents' prosocial behavior toward multiple targets.                                                                                                                                                          ","Journal of Family Psychology                                                                                                                                                                                                                                   ","10.1037/fam0000157                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",12.34,1.06,13.32,NA,48,500,NA,NA,"999                                                                                                                                                                                                                                                            ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire-short (PSDQ) and coding dyadic interaction scales.                                                                                                                                                               ",NA,"Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","kindness and generosity subscale of the Values in Action Inventory of Strenghts and observed prosocial behavior toward mother and toward father.                                               ","Ja","Nee",NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",2.2,0.84,5.03,1.13,0.17,0.71,NA,"Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee",TRUE,"36_a_Hostility_PBtom_CR_2-3",0.13,"Old","Old",FALSE,"observation","No","Western","negative","negative"
